ITEM_ID,TITLE,YEAR,PLOT,US_MATURITY_RATING_STRING,US_MATURITY_RATING,GENRES,CREATION_TIMESTAMP,PROMOTION
tt0208990,The Son's Room,2001,A psychoanalyst and his family go through profound emotional trauma when their son dies in a scuba diving accident.,R,17,Drama,978307200,FALSE
tt0208874,The Contender,2000,"Senator Laine Hanson is a contender for U.S. Vice President, but information and disinformation about her past surfaces that threatens to derail her confirmation.",R,17,Drama|Thriller,946684800,FALSE
tt0212720,A.I. Artificial Intelligence,2001,"A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother.",PG-13,13,Drama|Sci-Fi,978307200,FALSE
tt0212985,Hannibal,2001,"Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim.",R,17,Crime|Drama|Thriller,978307200,FALSE
tt0212974,Groove,2000,An inside look into one night in the San Francisco underground rave scene.,R,17,Drama|Music,946684800,FALSE
tt0219822,Human Nature,2001,"A woman is in love with a man in love with another woman, and all three have designs on a young man raised as an ape.",R,17,Comedy|Drama,978307200,FALSE
tt0235198,Audition,1999,"A widower takes an offer to screen girls at a special audition, arranged for him by a friend to find him a new wife. The one he fancies is not who she appears to be after all.",R,17,Drama|Horror|Mystery,915148800,FALSE
tt0235327,Dark Days,2000,A cinematic portrait of the homeless population who live permanently in the underground tunnels of New York City.,Not Rated,18,Documentary,946684800,FALSE
tt0240510,The Four Feathers,2002,A British officer resigns his post just before battle and subsequently receives four white feathers from his friends and fiancee as symbols of what they believe to be his cowardice.,R,17,Action|Adventure|Drama|Romance|War,1009843200,FALSE
tt0241025,Vanity Fair,2004,"Growing up poor in London, Becky Sharp defies her poverty-stricken background and ascends the social ladder alongside her best friend, Amelia Sedley.",PG-13,13,Drama,1072915200,FALSE
tt0243017,Waking Life,2001,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,R,17,Animation|Drama|Fantasy,978307200,FALSE
tt0210065,Gangster No. 1,2000,"Chronicles the rise and fall of a prominent, and particularly ruthless English gangster.",R,17,Crime|Drama|Thriller,946684800,FALSE
tt0218043,Beyond the Mat,1999,"A heartfelt documentary focusing on the day-to-day lives of professional wrestlers, some on the rise, some on the wane, and others fighting for their lives.",R,17,Documentary|Biography|Sport,915148800,FALSE
tt0217869,Unbreakable,2000,A man learns something extraordinary about himself after a devastating accident.,PG-13,13,Drama|Mystery|Sci-Fi|Thriller,946684800,FALSE
tt0235737,The Salton Sea,2002,"After a tragic incident, a man drifts into a world populated by thugs and speed junkies.",R,17,Crime|Drama|Mystery|Thriller,1009843200,FALSE
tt0243135,Happenstance,2000,"How, thanks to what's known as the ""Butterfly theory"" (a random series of unlinked events), can a young woman and a young man meet ?",R,17,Comedy|Drama|Romance,946684800,FALSE
tt0246645,George Carlin: You Are All Diseased,1999,"Legendary comic Carlin comes back to the Beacon theater to angrily rant about airport security, germs, cigars, angels, children and parents, men, names, religion, god, advertising, Bill Jeff and minorities.",TV-MA,17,Documentary|Comedy,915148800,FALSE
tt0246643,George Carlin: Jammin' in New York,1992,"When George Carlin is asked which HBO concert is his favorite, his answer is always, ""Jammin' In New York."" The reasons are several: It was his first HBO show done live; it was the first he had done in his hometown, New York City; and it was the largest audience he had ever worked before: 6,500.But Carlin says it also represented a newfound sophistication in his writing. ""It was the first time I had done truly extended pieces consisting of separate sections all flowing together. It was a big leap for me.""The show, taped at the Paramount Theater in Madison Square Garden and winner of the 1992 CableACE Award, is a perfect blend of biting social commentary and more gently-observed observational pieces.",TV-MA,17,Documentary|Comedy,694224000,FALSE
tt0246677,Heaven,2002,"A woman takes the law into her own hands after police ignore her pleas to arrest the man responsible for her husband's death, and finds herself not only under arrest for murder but falling in love with an officer.",R,17,Crime|Drama|Romance|Thriller,1009843200,FALSE
tt0252866,American Pie 2,2001,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.",R,17,Comedy,978307200,FALSE
tt0256415,Sweet Home Alabama,2002,"A young woman who's reinvented herself as a New York City socialite must return home to Alabama to obtain a divorce from her husband, after seven years of separation.",PG-13,13,Comedy|Romance,1009843200,FALSE
tt0191037,Circus,2000,"Conman Leo Garfield is in hot water after accepting a contract to murder businessman Julius Harvey's alleged wife, Gloria. Leo's wife Lily brings trouble too when her old flame Elmo pops up again, years after she abandoned him mid-heist.",R,17,Crime|Drama|Thriller,946684800,FALSE
tt0191397,The Replacements,2000,"During a pro football strike, the owners hire substitute players.",PG-13,13,Comedy|Sport,946684800,FALSE
tt0195234,Saving Grace,2000,"A small-town English widow, facing financial troubles after her husband's suicide, turns to agriculture of an illegal kind.",R,17,Comedy|Crime,946684800,FALSE
tt0204946,Bring It On,2000,A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.,PG-13,13,Comedy|Romance|Sport,946684800,FALSE
tt0205000,Deuce Bigalow: Male Gigolo,1999,"An average aquarium cleaner house-sits for a gigolo, only to be forced to become one himself.",R,17,Comedy|Romance,915148800,FALSE
tt0211443,Jason X,2001,"Jason Voorhees returns with a new look, a new machete, and his same murderous attitude as he is awakened on a spaceship in the 25th century.",R,17,Action|Horror|Sci-Fi|Thriller,978307200,FALSE
tt0210234,Pokémon the Movie 2000,1999,"Ash Ketchum must gather the three spheres of fire, ice and lightning in order to restore balance to the Orange Islands.",G,0,Animation|Action|Adventure|Family|Fantasy,915148800,FALSE
tt0218182,An Everlasting Piece,2000,"Colm (Barry McEvoy) is a Catholic, and George (Brian O'Byrne) is a poetry-loving Protestant. In Belfast, Northern Ireland in the 1980s, they could have been enemies, but instead, they became business partners. After persuading a mad wig salesman, known as the Scalper (Sir Billy Connolly), to sell them his leads, the two embark on a series of house calls - always in neighborhoods that are dangerous for one or the other partner. Then they find out they may lose their exclusive wig distributorship to competitors. Through a series of comic twists, the pair are given large orders for wigs by both sides of the Protestant and Catholic conflict. Should they compromise their principles in order to keep their business? Will it destroy their friendship? Could one of their wigs in the hands of the I.R.A. actually put one or both of them in jail, or even get them killed?",R,17,Comedy,946684800,FALSE
tt0251127,How to Lose a Guy in 10 Days,2003,"Benjamin Barry is an advertising executive and ladies' man who, to win a big campaign, bets that he can make a woman fall in love with him in 10 days.",PG-13,13,Comedy|Romance,1041379200,FALSE
tt0253556,Reign of Fire,2002,"A brood of fire-breathing dragons emerges from the earth and begins setting everything ablaze, establishing dominance over the planet.",PG-13,13,Action|Adventure|Fantasy|Thriller,1009843200,FALSE
tt0253840,The Triumph of Love,2001,"A Princess is determined to restore her homeland's throne to its rightful heir, a young Prince with whom she falls in love.",PG-13,13,Comedy|Romance,978307200,FALSE
tt0206187,Keep the River on Your Right: A Modern Cannibal Tale,2000,A retired gay anthropologist revisits the native cultures he studied in his youth.,R,17,Documentary|Adventure|Romance,946684800,FALSE
tt0219653,Dracula 2000,2000,"A group of thieves breaks into a chamber expecting to find paintings, but instead they release the count himself, who travels to New Orleans to find his nemesis' daughter, Mary Van Helsing.",R,17,Action|Fantasy|Horror|Thriller,946684800,FALSE
tt0219699,The Gift,2000,A fortune teller with extrasensory perception is asked to help find a young woman who has mysteriously disappeared.,R,17,Drama|Fantasy|Horror|Mystery,946684800,FALSE
tt0223954,The Prime Gig,2000,"A telesales con man finds the ultimate racket, but starting an affair with the girlfriend of his guru-like boss might be the wrong call.",R,17,Drama,946684800,FALSE
tt0237572,The Pledge,2001,A retiring police detective pledges to catch the killer of a young child.,R,17,Crime|Drama|Mystery|Thriller,978307200,FALSE
tt0238112,Captain Corelli's Mandolin,2001,"When a fisherman leaves to fight with the Greek army during World War II, his fiancée falls in love with the local Italian commander.",R,17,Drama|Music|Romance|War,978307200,FALSE
tt0240515,Freddy Got Fingered,2001,"An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy.",PG,8,Comedy,978307200,FALSE
tt0242252,The Affair of the Necklace,2001,"In pre-Revolutionary France, a young aristocratic woman left penniless by the political unrest in the country, must avenge her family's fall from grace by scheming to steal a priceless necklace.",R,17,Drama|History|Romance,978307200,FALSE
tt0241760,The New Guy,2002,A high school senior branded uncool in the ninth grade gets himself expelled so he changes his image to cool kid at the town's other high school.,PG-13,13,Comedy,1009843200,FALSE
tt0245891,Extremedays,2001,"As four lifelong friends, Will, Bryan, Matt, and Corey, are on the road trip they've been planning their whole lives, Corey's beloved grandfather unexpectedly dies. When going to claim Corey's inheritance, the gang meets Matt's beautiful cousin Jessie and embark on a hilarious, extreme sports-filled adventure.",PG,8,Action|Adventure|Comedy|Drama|Romance|Sport,978307200,FALSE
tt0253200,Last Orders,2001,A group of old friends reminisce about their lives over the years after the death of one of their crew.,R,17,Drama,978307200,FALSE
tt0200550,Coyote Ugly,2000,"Aspiring songwriter Violet Sanford, after getting a job at a women-run NYC bar that teases its male patrons, comes out of her shell.",R,17,Comedy|Drama|Music|Romance,946684800,FALSE
tt1007028,Zack and Miri Make a Porno,2008,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",R,17,Comedy|Romance,1199145600,FALSE
tt1007029,The Iron Lady,2011,"An elderly Margaret Thatcher talks to the imagined presence of her recently deceased husband as she struggles to come to terms with his death while scenes from her past life, from girlhood to British prime minister, intervene.",PG-13,13,Biography|Drama,1293840000,FALSE
tt0233298,Batman Beyond: Return of the Joker,2000,"The Joker is back with a vengeance, and Gotham's newest Dark Knight needs answers as he stands alone to face Gotham's most infamous Clown Prince of Crime.",PG-13,13,Animation|Action|Crime|Sci-Fi|Thriller,946684800,FALSE
tt0243493,The Closet,2001,"A man spreads the rumor of his fake homosexuality with the aid of his neighbor, to prevent his imminent firing at his work.",R,17,Comedy,978307200,FALSE
tt0243736,40 Days and 40 Nights,2002,"After a brutal break-up, a young man vows to stay celibate during the forty days of Lent, but finds the girl of his dreams and is unable to do anything about it.",R,17,Comedy|Romance,1009843200,FALSE
tt0245280,Michael Jordan to the Max,2000,"A documentary that follows Michael Jordan's basketball career, stint in baseball, and his last championship season with the Chicago Bulls in 1998.",Not Rated,18,Documentary|Sport,946684800,FALSE
tt0185183,Battlefield Earth,2000,"It's the year 3000 A.D., and the Earth is lost to the alien race of Psychlos. Humanity is enslaved by these gold-thirsty tyrants, who are unaware that their 'man-animals' are about to ignite the rebellion of a lifetime.",PG-13,13,Action|Adventure|Sci-Fi,946684800,FALSE
tt0186045,Drowning Mona,2000,"When a woman drives a car into the river to her death, everyone in town becomes a suspect.",PG-13,13,Comedy|Crime|Mystery,946684800,FALSE
tt0188453,Birthday Girl,2001,A thirtysomething bank clerk from St Albans has his small-town life exploded by the arrival of his Russian mail-order bride.,R,17,Comedy|Crime|Thriller,978307200,FALSE
tt0195685,Erin Brockovich,2000,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,R,17,Biography|Drama,946684800,FALSE
tt0196229,Zoolander,2001,"At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia.",PG-13,13,Comedy,978307200,FALSE
tt0199753,Red Planet,2000,"Astronauts, and their robotic dog AMEE (Autonomous Mapping Evaluation and Evasion), search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",PG-13,13,Action|Sci-Fi|Thriller,946684800,FALSE
tt0199725,Love & Basketball,2000,Monica and Quincy love and play basketball together through many life challenges from childhood to adulthood.,PG-13,13,Drama|Romance|Sport,946684800,FALSE
tt0200669,The Golden Bowl,2000,A man marries an heiress for her money even though he is actually in love with her friend.,R,17,Drama|Romance,946684800,FALSE
tt0200768,Sword of the Beast,1965,"After killing a counselor of his clan, a fugitive samurai befriends a couple poaching the shogun's gold in the mountains.",Not Rated,18,Action|Drama,-157766400,FALSE
tt0189192,Just Visiting,2001,"A French count is in England to marry the princess. She's killed. A wizard helps him to time travel back before the murder - except they end up in Chicago, April 2000. A descendant helps him. He looks for the wizard to return to the 1100s.",PG-13,13,Comedy|Fantasy|Sci-Fi,978307200,FALSE
tt0192255,The Little Vampire,2000,"A lonely American boy living in Scotland makes a new best friend, a fellow nine year-old who happens to be a vampire.",PG,8,Adventure|Comedy|Family|Fantasy,946684800,FALSE
tt0194368,Chain of Fools,2000,Salma Hayek plays an avid detective assigned to the heist of a batch of precious coins that end up in the hands of a suicidal barber.,R,17,Comedy|Crime,946684800,FALSE
tt0200071,Rosetta,1999,"Young and impulsive Rosetta lives with her alcoholic mother and, moved by despair, she will do anything to maintain a job.",R,17,Drama,915148800,FALSE
tt0202677,The Way of the Gun,2000,Two criminal drifters without sympathy get more than they bargained for after kidnapping and holding for ransom the surrogate mother of a powerful and shady man.,R,17,Action|Crime|Drama|Thriller,946684800,FALSE
tt0203166,Together,2000,"In 1975, the dynamics of a Swedish commune begin to change upon the arrival of a beaten wife and her two kids.",R,17,Comedy|Drama|Romance,946684800,FALSE
tt0203540,Greenfingers,2000,A prison inmate with a green thumb goes on to compete in a national gardening competition. Based on a true story.,R,17,Comedy|Crime|Romance,946684800,FALSE
tt0206314,Joy Ride,2001,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",R,17,Action|Mystery|Thriller,978307200,FALSE
tt0209163,The Mummy Returns,2001,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.",PG-13,13,Action|Adventure|Fantasy|Thriller,978307200,FALSE
tt0209189,Not One Less,1999,"In a remote mountain village, the teacher must leave for a month, and the mayor can find only a 13-year old girl, Wei Minzhi, to substitute. The teacher leaves one stick of chalk for each day and promises her an extra 10 yuan if there's not one less student when he returns. Within days, poverty forces the class troublemaker, Zhang Huike, to leave for the city to work. Minzhi, possessed of a stubborn streak, determines to bring him back. She enlists the 26 remaining pupils in earning money for her trip. She hitches to Jiangjiakou City and begins her search. The boy, meanwhile, is there, lost and begging for food. Minzhi's stubbornness may be Huike and the village school's salvation.",G,0,Drama,915148800,FALSE
tt0213203,Rugrats in Paris,2000,"The Rugrats travel to Paris, France, where Chuckie (Christine Cavanaugh) hopes to find a new mother and keep his father from marrying an evil business woman.",G,0,Animation|Adventure|Comedy|Family|Romance,946684800,FALSE
tt0217505,Gangs of New York,2002,"In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.",R,17,Crime|Drama,1009843200,FALSE
tt0219854,The Kid,2000,An unhappy and disliked image consultant gets a second shot at life when he is mysteriously confronted by an eight-year-old version of himself.,PG,8,Comedy|Family|Fantasy,946684800,FALSE
tt0219965,Bandits,2001,Two bank robbers fall in love with the girl they've kidnapped.,PG-13,13,Comedy|Crime|Drama|Romance,978307200,FALSE
tt0227445,The Score,2001,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,R,17,Action|Crime|Drama|Thriller,978307200,FALSE
tt0228333,Ghosts of Mars,2001,"In 2176, a Martian police unit is sent to pick up a highly dangerous criminal at a remote mining post. Upon arrival, the cops find that the post has become a charnel house.",R,17,Action|Horror|Sci-Fi,978307200,FALSE
tt0235712,Ringu 0,2000,"In this prequel to Ring, a young Sadako becomes an actress in hopes of escaping her troubled past. But strange visions and terrifying powers begin to manifest...",Not Rated,18,Horror|Mystery|Thriller,946684800,FALSE
tt0245171,Invincible,2001,A Jewish strongman performs in Berlin as the blond Aryan hero Siegfried.,PG-13,13,Drama|War,978307200,FALSE
tt0248845,Hedwig and the Angry Inch,2001,A transgender punk-rock girl from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,R,17,Comedy|Drama|Music|Musical,978307200,FALSE
tt0203230,You Can Count on Me,2000,"A single mother's life is thrown into turmoil after her struggling, rarely seen younger brother returns to town.",R,17,Drama,946684800,FALSE
tt0203408,The Omega Code,1999,A rabbi in Jerusalem develops software that can unlock prophecies in the Torah. He's murdered and the software stolen. A powerful man uses it to gain world domination.,PG-13,13,Action|Adventure|Fantasy|Sci-Fi|Thriller,915148800,FALSE
tt0206917,The Man Who Cried,2000,A young refugee traveling from Russia to America in search of her lost father falls for a gypsy horseman.,R,17,Drama|Music|Romance|War,946684800,FALSE
tt0207374,Carnival Magic,1983,"A magician in a carnival--who actually can read minds and levitate people and objects--works with a superintelligent chimp named Alex, who can also talk. The magician and the chimp soon become the stars of the carnival, drawing in big crowds. However, the wild-animal trainer, who has been displaced by the team as the carnival's top act, decides to kidnap Alex and sell him to a medical laboratory for experimentation, thereby getting rid of his competition.",G,0,Fantasy,410227200,FALSE
tt0211492,The Luzhin Defence,2000,Two worlds collide when an eccentric genius falls in love with a strong-willed society beauty.,PG-13,13,Drama|Romance,946684800,FALSE
tt0211465,Knockaround Guys,2001,"The wannabe sons of mobsters go to a remote town in the Midwest, and get themselves into more trouble than anyone could anticipate.",R,17,Crime|Drama|Thriller,978307200,FALSE
tt0215369,Shower,1999,"A young wealthy businessman's icy attitude toward his working-class background is about to thaw as he is forced to reconnect with his elderly father and mentally challenged younger brother, who together run a public bathhouse.",PG-13,13,Comedy|Drama,915148800,FALSE
tt0218112,American Women,2000,"Irish lads send an ad to the Miami Herald inviting fit and enticing women, between the ages of 20 and 21, to live in their isolated Donegal village. The whole town knows about the ad, and it sharpens everyone's sense of the opportunities for happiness already at hand. Kate, a publican with a young daughter, is separating from her husband and catches the eye of a bachelor sheep farmer. Kieran the butcher realizes that his assistant Siobhan is comely, and then he discovers she's fiery as well. Ollie sends off for Dutch skin magazines that the village postmistress won't release to him. The men, and women, find counsel in their movie-loving priest. Will anyone answer the ad?",PG-13,13,Comedy,946684800,FALSE
tt0237993,101 Reykjavík,2000,"Will the 30 y.o. Hlynur ever move out of his mother's apartment in Reykjavík? Social welfare keeps him passive but things change when his mother's Spanish friend, Lola, arrives and stays through Xmas and New Year's Eve.",Not Rated,18,Comedy|Romance,946684800,FALSE
tt0242508,Harvard Man,2001,A basketball player strikes a deal with the mob to fix a basketball game.,R,17,Comedy|Crime|Drama|Romance|Thriller,978307200,FALSE
tt0242587,L.I.E.,2001,"A 15-year-old Long Island boy loses everything and everyone he knows, soon becoming involved in a relationship with a much older man.",R,17,Crime|Drama,978307200,FALSE
tt0214388,100 Girls,2000,"Matt spends the night with a girl in an elevator during power outage in a girls' college dorm. He never sees her. Waking up in the morning, panties are all that's left of her. How does he find her in a building with 100 girls?",R,17,Comedy|Romance,946684800,FALSE
tt0234829,Summer Catch,2001,A rich girl whose family summers on Cape Cod has a romance with a local poor boy who hopes to become a major league baseball player.,PG-13,13,Comedy|Drama|Romance|Sport,978307200,FALSE
tt0237539,Bread and Tulips,2000,"After being forgotten in a highway café during a bus trip, a housewife decides to start a new life by herself in Venice.",PG-13,13,Comedy|Romance,946684800,FALSE
tt0247196,Before Night Falls,2000,"The life of Cuban poet and novelist, Reinaldo Arenas.",R,17,Biography|Drama|Romance,946684800,FALSE
tt0116040,Daylight,1996,Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,PG-13,13,Action|Adventure|Drama|Thriller,820454400,FALSE
tt0115885,Children of the Corn: The Gathering,1996,"All the kids in a town over night become feverish and have convulsions. The next day they start to become evil, change their names for those of kids killed long ago, and then start killing any adult in their path, in vicious and mysterious forms. A young woman who has just returned to town tries to find out what is happening, while trying to protect her transformed young sister. However, the kids are starting to revive their leader...",R,17,Horror|Thriller,820454400,FALSE
tt0116410,Ghosts of Mississippi,1996,A Mississippi district attorney and the widow of Medgar Evers struggle to finally bring a white racist to justice for the 1963 murder of the civil rights leader.,PG-13,13,Drama|History,820454400,FALSE
tt0120321,Smoke Signals,1998,"Young Native American man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear. His parents died in a fire in 1976, and Thomas was saved by Arnold. Arnold soon left his family (and his tough son Victor), and Victor hasn't seen his father for 10 years. When Victor hears Arnold has died, Thomas offers him funding for the trip to get Arnold's remains, but only if Thomas can also go with him. Thomas and Victor hit the road.",PG-13,13,Comedy|Drama,883612800,FALSE
tt0120034,Roseanna's Grave,1997,"Roseanna is dying of a heart condition, and all she wants is to be buried next to her daughter, in a cemetery that is getting full fast. The cemetery can't expand because Capestro, the man who owns the land next to the cemetery, won't sell. While Marcello is doing good deeds to make sure no one dies, Roseanna thinks of Marcello's future.",PG-13,13,Comedy|Romance|Drama,852076800,FALSE
tt0120382,The Truman Show,1998,An insurance salesman discovers his whole life is actually a reality TV show.,PG,8,Comedy|Drama|Sci-Fi,883612800,FALSE
tt0120338,Titanic,1997,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",PG-13,13,Drama|Romance,852076800,FALSE
tt0119925,The Postman,1997,A nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.,R,17,Action|Adventure|Drama|Sci-Fi,852076800,FALSE
tt0120373,Trial and Error,1997,"An actor poses as a lawyer to help his sick friend, and problems develop.",PG-13,13,Comedy|Romance,852076800,FALSE
tt0120036,Rosewood,1997,A dramatization of a 1923 horrific racist lynch mob attack on an African-American community.,R,17,Action|Drama|History,852076800,FALSE
tt0120185,Spice World,1997,World famous pop group the Spice Girls zip around London in their luxurious double decker tour bus having various adventures and performing for their fans.,PG,8,Comedy|Family|Music,852076800,FALSE
tt0120148,Sliding Doors,1998,"A London woman's love life and career both hinge, unknown to her, on whether or not she catches a train. We see it both ways, in parallel.",PG-13,13,Comedy|Drama|Fantasy|Romance,883612800,FALSE
